"","id","lat","lon","wiki","name","alt_names","place_id","place_name","startmin","startmax","endmin","endmax","description","sources","type","architect_uri"
"33","1692","51.6249","4.94619","","","","2799","Dongen","1907","0","2009","0","Plattegrond. Bron: Kerken in het Bisdom Breda, Auteur: Ton van Nijnatten. Uitgeverij: Buijten en Schipperheijn B.V. juni 2004
Driebeukige neogotische kruisbasiliek; karakteristiek werk uit het oeuvre van J.H.H. van Groenendael, bouwpastoor: G. Dirven. Inwijding van de kerk op 30 sept 1907. Nieuwe gevel en 2 traveeën toegevoegd in 1957-1958. Architect: C. Schellekens, bouwpastoor: F. van Beckhoven, aannemer: Fa Weterings uit Raamsdonksveer.","","http://vocab.getty.edu/aat/300007391",""
"34","1728","51.6972","4.77232","","","","2574","Drimmelen","1600","1700","0","0","","","http://vocab.getty.edu/aat/300007391",""
"35","1734","51.69","5.13875","","","","3589","Drunen","1964","0","1990","0","","","http://vocab.getty.edu/aat/300007391",""
"36","1735","51.6868","5.1342","","","","3589","Drunen","1600","1700","1980","0","","","http://vocab.getty.edu/aat/300007391",""
"37","1736","51.6865","5.13117","","","","3589","Drunen","1450","0","1874","0","","","http://vocab.getty.edu/aat/300007391",""
"38","1737","51.6906","5.13184","","","","3589","Drunen","0","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"39","1742","51.736","4.96515","","","","2214","Dussen","1870","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"40","1758","51.733","5.05152","","","","1953","Eethen","0","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"41","1763","51.4265","5.4792","","","","1101","Eindhoven","1961","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"42","1766","51.4404","5.48969","","","","1101","Eindhoven","1911","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"43","1833","52.3434","5.98252","","","","1344","Epe","0","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"44","1834","52.3443","5.98225","","","","1344","Epe","0","0","1923","0","Gesloopt in 1923.","","http://vocab.getty.edu/aat/300007391",""
"45","1857","53.1873","5.54655","","","","1366","Franeker","1694","0","1831","0","","","http://vocab.getty.edu/aat/300007391",""
"46","1861","51.7017","4.85688","","","","1751","Geertruidenberg","1963","0","1996","0","","","http://vocab.getty.edu/aat/300007391",""
"47","1877","51.6116","5.35455","","","","2059","Gemonde","1825","0","1925","0","De preekstoel afkomstig was uit 1845-1850, vervaardigd door de gebr. Goossens te 's-Hertogenbosch en is eveneens in de |nieuwgebouwde kerk]] geplaatst.","","http://vocab.getty.edu/aat/300007391",""
"48","1884","51.79","5.03046","","","","3302","Giessen","1885","0","0","0","Buiten gebruik sinds 1931, toen nieuwbouw te Rijswijk.","","http://vocab.getty.edu/aat/300007391",""
"49","1898","51.5367","5.06494","","","","2880","Goirle","1932","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"50","1899","51.5195","5.05606","","","","2880","Goirle","1966","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"51","1981","53.173","5.42046","","","","2891","Harlingen","1897","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"52","2062","51.6336","5.22899","","","","1428","Helvoirt","1882","0","1963","0","","","http://vocab.getty.edu/aat/300007391",""
"53","2063","51.6336","5.22899","","","","1428","Helvoirt","1840","0","1902","0","","","http://vocab.getty.edu/aat/300007391",""
"54","2127","52.9209","6.54051","","","","3015","Hooghalen","0","0","0","0","Buiten gebruik en gesloopt voor nieuwbouw  in 1973","","http://vocab.getty.edu/aat/300007391",""
"55","2147","53.3484","6.34868","","","","3417","Houwerzijl","1100","1200","0","0","Kerkhof van het verdwenen dorp Vliedorp. Dit kerkhof met de naam Olle Weem ligt midden in het land, ongeveer een kilometer ten noorden van Houwerzijl. De middeleeuwse kerk is rond het jaar 1700 afgebroken. Het kerkhof is tot het eind van de 19e eeuw in gebruik gebleven. Het is nu in het bezit van het Groninger Landschap en is recent opgeknapt. Er liggen nog enkele oude zerken.","","http://vocab.getty.edu/aat/300007391",""
"56","2159","53.0093","5.62384","","","","2410","IJlst","0","0","1828","0","","","http://vocab.getty.edu/aat/300007391",""
"57","2173","51.1704","5.82499","","","","2950","Ittervoort","1846","0","1935","0","Zogenaamde waterstaatskerk, gebouwd in 1844/1846, in 1894 in een toren bijgebouwd. Deze toren is blijven staan bij de nieuw gebouwde kerk in 1935. Gesloopt behoudens de toren in 1935 voor nieuwbouw.","","http://vocab.getty.edu/aat/300007391",""
"58","2180","52.9954","5.65212","","","","2412","Jutrijp","1819","0","1913","0","Verving oudere kerk, gesloopt in 1913.","","http://vocab.getty.edu/aat/300007391",""
"59","2181","52.9954","5.65109","","","","2412","Jutrijp","1911","0","1970","0","Kerk buiten gebruik in 1970. Kerk gesloopt in 1976.","","http://vocab.getty.edu/aat/300007391",""
"60","2182","51.6577","5.03883","","","","3052","Kaatsheuvel","1866","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"61","2183","51.6545","5.04724","","","","3052","Kaatsheuvel","1918","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"62","2241","52.2563","5.22748","","","","2890","Laren","1845","0","1924","0","Waterstaatskerk, uitbreiding 1882 door A. Tepe, sloop 1924, i.v.m. bouw huidige grotere kerk.","","http://vocab.getty.edu/aat/300007391",""
"63","2313","51.6267","5.0727","","","","3053","Loon op Zand","1230","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"64","2314","51.6165","5.07423","","","","3053","Loon op Zand","1748","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"65","2328","51.936","4.27347","","","","2806","Maasland","1889","1901","0","0","Door een breuk in de Hervormde Gemeente ontstond in 1888 te Maasland de Gereformeerde Kerk. Aanvankelijk werden de samenkomsten gehouden in het schoolgebouw in de Doelstraat. Tevens werd een stuk grond, gelegen in de Doelstraat, van de Duitsche Orde aangekocht, waarop een kerkgebouw voor de gemeente zou gesticht worden.
In het najaar van 1888 werd met de bouw begonnen naar het plan van den heer Th. van der Doll, bouwkundige te Maassluis, onder wiens opzicht het metselwerk werd verricht door de metselaars Binnendijk en Lalleman, het timmerwerk door de timmerlieden de Baan en van Eymeren, het schilderwerk door de schilders Valk en Van der Burgh. Op zondag 24 februari 1889 werd het gebouw in gebruik genomen.","","http://vocab.getty.edu/aat/300007391",""
"66","2329","51.9225","4.25502","","","","1069","Maassluis","1911","0","0","0","Op de plaats waar na de tweede wereldoorlog een winkelpand (drogisterij) werd gebouwd stond het voormalige gebouw van het Leger des Heils te Maassluis.","","http://vocab.getty.edu/aat/300007391",""
"67","2330","51.9233","4.25751","","","","1069","Maassluis","1858","0","1960","0","De Maassluise synagoge stond aan de westzijde van de Zuidvliet vanuit het centrum twee huizen voorbij het Lijndraaiersslop. Dat gedeelte heette Looierspad. In 1912, na de bouw van de  Groen van Prinstererschool, wordt dit pad omgedoopt in Groen van Prinstererkade. Tegenover het Lijndraaiersslop wordt later de brug over de Zuidvliet gebouwd voor de doortrekking van de P.C. Hooftlaan.","","http://vocab.getty.edu/aat/300007391",""
"68","2331","51.9219","4.25273","","","","1069","Maassluis","1598","0","1966","0","Maassluis, luchtfoto met rechts in het midden de Kleine Kerk; HVM
Omstreeks 1500 stond binnendijks bij de Monsterse Sluis een houten kapel, toegewijd aan de Heilige Martinus. Deze kapel gaat in 1573 in vlammen op tijdens de gevechten tussen Geuzen en Spanjaarden.","","http://vocab.getty.edu/aat/300007391",""
"69","2332","51.9241","4.25751","","","","1069","Maassluis","1893","0","0","0","Kerkgebouw gebouwd in 1893. Een eenvoudige zaalkerk in neogotische stijl. Op 18 februari 1955 wordt het kerkgebouw verkocht aan de Verenigde Touwfabrieken, in verband met uitbreidingsplannen van dit bedrijf. Na deze verkoop blijft men nog enige tijd van het gebouw gebruik maken tot de laatste kerkdienst die werd gehouden op 23 juni 1957.","","http://vocab.getty.edu/aat/300007391",""
"70","2333","51.9167","4.2597","","","","1069","Maassluis","0","0","0","0","Noodkapel, gesloopt.","","http://vocab.getty.edu/aat/300007391",""
"71","2334","51.9225","4.25767","","","","1069","Maassluis","1967","0","2007","0","Maassluis, Petrus en Pauluskerk II; kopie foto (1996)
Tot omstreeks 1950 was het vorige kerkgebouw, de Schuurkerk,  groot genoeg voor het beperkte aantal katholieken in Maassluis. Door de naoorlogse woningbouw groeide in de jaren daarna de Maassluise bevolking echter gestaag. Ook het aantal katholieken nam toe en langzamerhand werd de schuurkerk te klein voor het toenemend aantal parochianen. In 1965 werd besloten dit probleem op te lossen door een nieuwe kerk te bouwen en de parochie te splitsen.","","http://vocab.getty.edu/aat/300007391",""
"72","2335","51.9221","4.25516","","","","1069","Maassluis","1895","0","0","0","Maassluis, Zuiderkerk aan de Sluispolderkade na een gedeeltelijke wijksanering; HVM
In het jaar 1834 vond er een afscheiding plaats van leden uit de Hervormde Kerk. Deze leden sloten zich aanvankelijk aan bij de Christelijke Afgescheiden Gereformeerde Gemeente van Maasland.","","http://vocab.getty.edu/aat/300007391",""
"73","2336","51.923","4.25875","","","","1069","Maassluis","1907","0","0","0","Zusterklooster van de zusters Ursulinen van Bergen, een kloosterorde gesticht met als doel te helpen aan onderwijskrachten. 
De zusters betrokken het klooster in 1907 om als leerkrachten aan de aangebouwde St. Antoniusschool te gaan functioneren. Om het 58 jaar later, in 1965, te verlaten en te verhuizen naar de nieuwe locatie aan de Jan Luykenstraat 2a.","","http://vocab.getty.edu/aat/300007391",""
"74","2340","50.8357","5.7219","","","","1406","Maastricht","1960","0","1993","0","Gesloopt voor nieuwbouw.","","http://vocab.getty.edu/aat/300007391",""
"75","2358","51.7292","5.0059","","","","1955","Meeuwen","1951","0","1984","0","Deels gesloopt en uitbreiding 1984. Zie voor het vervolg de pagina van het vernieuwde gebouw.","","http://vocab.getty.edu/aat/300007391",""
"76","2363","53.3564","6.44726","","","","3415","Mensingeweer","1100","1200","0","0","De middeleeuwse kerk is in 1811 afgebroken. Tot 1911 stond er ook een klokkenstoel. Het kerkhof is nog steeds aanwezig.","","http://vocab.getty.edu/aat/300007391",""
"77","2411","51.2601","5.98875","","","","2952","Neer","1400","1500","1909","0","Op deze locatie hebben in de loop der eeuwen diverse parochiekerken gestaan. Het oudste relict daarvan vormt de nu nog aanwezige kern van de torenvoet. Tegen deze toren werd in de late Middeleeuwen een nieuwe kerk gebouwd. Voor het wijzigen en veranderen van deze middeleeuwse kerk liet architect Fransen het gebouw, met uitzondering van de torenpartij, voor de nieuwe kerk slopen.","","http://vocab.getty.edu/aat/300007391",""
"78","2430","52.2616","4.63613","","","","1602","Nieuw-Vennep","1876","0","0","0","Als gereformeerde kerk buiten gebruik sinds 1954. Daarna in vm Geb. Chr. Belangen van ca 1955- ca 1970","","http://vocab.getty.edu/aat/300007391",""
"79","2441","51.6912","5.17988","","","","3502","Nieuwkuijk","1907","0","1968","0","","","http://vocab.getty.edu/aat/300007391",""
"80","2495","51.7767","4.47332","","","","2371","Numansdorp","1876","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"81","2501","52.853","6.85307","","","","1798","Odoorn","1634","1700","0","0","De huidige Hervormde Kerk bevindt zich op een plaats, waar stellig eenmaal een vóór-christelijk heiligdom stond. Later zullen er waarschijnlijk enige houten kerkjes hebben gestaan totdat in de 12e eeuw de oorspronkelijk Rooms Katholieke kerk werd gebouwd. Volgens de overlevering bestond het beneden gedeelte uit grote granietblokken gehakt uit hunebedstenen. In 1856 werd de kerk, omdat ze te klein was geworden, afgebroken. Alleen het uit het laatst van de twaalfde eeuw daterende koor bleef gespaard. Het teken van de bouwmeester is nog zichtbaar in de consistoriekamer.","","http://vocab.getty.edu/aat/300007391",""
"82","2507","51.5753","5.17228","","","","2646","Oisterwijk","1966","0","1995","0","Voormalige noodkerk, verbouwd tot kerk in 1975, gesloopt in 1995.","","http://vocab.getty.edu/aat/300007391",""
"83","2508","51.5784","5.18384","","","","2646","Oisterwijk","1895","0","0","0","Tijdens bouw kerk 1896.","","http://vocab.getty.edu/aat/300007391",""
"84","2509","51.5784","5.18384","","","","2646","Oisterwijk","1000","1500","1894","0","Oisterwijk, middeleeuwse kerk na 1587
 Nederduitse Gereformeerde kerk (1646-1809)
 Rooms-katholieke kerk (vanaf 1820)

De Opstand (tachtigjarige oorlog) gaat Oisterwijk ook niet ongemerkt voorbij. De middeleeuwse kerk van .... wordt tijdens de terugtrekking van de geuzen in 1587 vernield. Pas tijdens het 12-jarig bestand (1609-1621) kan een opbouwpoging worden ondernomen, maar de herstelde toren stort nog tijdens het bestand weer in. Vanaf toen is er geen sprake meer van een grote kerk, maar van het 'restant' van de middeleeuwse Sint Peter Apostel. De apsis en de zijtransepten, meer was er niet van over, met een 'afhang’ en een muur afgedicht.","","http://vocab.getty.edu/aat/300007391",""
"85","2510","51.5746","5.21021","","","","2646","Oisterwijk","1930","0","2007","0","Oisterwijk, gereformeerde kerk; oude afbeelding
De leden van de gereformeerde kerk te Oisterwijk horen formeel bij de gereformeerde kerk van Tilburg. 
Deze kerkleden kopen in de 20e eeuw een stuk grond aan de Kivitslaan en bouwen daarop, in 1930, een kerkje dat dienst gaat doen voor kerkdiensten, evangelisatie en zondagsschool.","","http://vocab.getty.edu/aat/300007391",""
"86","2513","52.8976","6.02926","","","","1742","Oldeholtpade","1745","0","1861","0","Rooms-katholieke (schuil)kerk. Buiten gebruik genomen 1861, toen er een nieuwe kerk in Wolvega in gebruik werd genomen.","","http://vocab.getty.edu/aat/300007391",""
"87","2514","53.2829","6.41018","","","","2124","Oldehove","1729","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"88","2528","53.085","4.87498","","","","2742","Oosterend","1835","0","1969","0","De kerkdiensten werden vanaf 1853 gehouden in een in dat jaar gebouwd kerkgebouw. Dit kerkje was al snel te klein en werd in 1897 vervangen door een groter gebouw. 
In schuur, tot 1897,  schuur gesloopt in 1969.","","http://vocab.getty.edu/aat/300007391",""
"89","2529","53.0868","4.87793","","","","2742","Den Burg","1931","0","1960","0","In 1950 verplaatst naar Den Burg als Gereformeerde Kerk.","","http://vocab.getty.edu/aat/300007391",""
"90","2531","51.6434","4.85706","","","","3596","Oosterhout","1882","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"91","2533","51.6372","4.85861","","","","3596","Oosterhout","1960","0","2007","0","","","http://vocab.getty.edu/aat/300007391",""
"92","2534","51.6251","4.86162","","","","3596","Oosterhout","1967","0","2003","0","Plattegrond. Bron: Kerken in het Bisdom Breda, Auteur: Ton van Nijnatten. Uitgeverij: Buijten en Schipperheijn B.V. juni 2004.
Grote moderne kerk met toren. Buiten gebruik en gesloopt 2003. Ter plaatse is een appartementencomplex gebouwd met een kleine kerkzaal, anno 2005, herkenbaar aan de klokkenstoel.","","http://vocab.getty.edu/aat/300007391",""
"93","2577","53.0332","4.84244","","","","2743","Oudeschild","1712","0","1894","0","","","http://vocab.getty.edu/aat/300007391",""
"94","2609","51.8055","4.57744","","","","2384","Puttershoek","0","0","0","0","Voormalige Christelijk Gereformeerde Kerk.","","http://vocab.getty.edu/aat/300007391",""
"95","2612","51.6942","4.8725","","","","1750","Raamsdonksveer","1864","1893","1957","0","Raamsdonksveer, Onze Lieve Vrouw Hemelvaart, na verbouw door Cuypers 1893
In 1862 werden plannen ontwikkeld voor de bouw van een nieuwe kerk aan de Grote Kerkstraat. Men koos voor architect Carl E.M.H. Weber (1820-1908) Architect C. Weber uit Roermond voor het ontwerpen van een nieuwe kerk. Het ingediende plan omvatte de bouw van een neogotische kruiskerk met een koor met kranskapellen en een toren als ingang. In verband met het feit dat de kosten hiervan te hoog waren, verdween de toren van het plan en koos men voor een eenvoudig en aanzienlijk goedkoper portaal. Weber werd later ook de bouwmeester van de St. Bavo te Raamsdonk.]","","http://vocab.getty.edu/aat/300007391",""
"96","2629","51.5909","4.91833","","","","2070","Rijen","1464","0","1906","0","","","http://vocab.getty.edu/aat/300007391",""
"97","2664","51.8015","5.33974","","","","1630","Rossum","0","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"98","2757","52.3416","4.93745","","","","3594","Rozenburg","1866","0","1916","0","Na de officiële stichting- of institutie op 15 maart 1855 van de Christelijk Afgescheiden Gemeente kerkt men aanvankelijk in de 'Oude Stee' aan de Bomendijk.","","http://vocab.getty.edu/aat/300007391",""
"99","2758","51.8749","4.25137","","","","3080","Rozenburg","1659","0","1937","0","Blankenburgse kerk; schets uit 1930
Hervormde Kerk in het voormalige dorp Blankenburg op het eiland Rozenburg. In 1657 richtte men een verzoekschrift aan de Staten van Holland om een toelage voor een jaarlijks traktement voor een vaste predikant, hetgeen positief werd beantwoord, waardoor in dat jaar ds. Johannes van Schoonhoven kon worden beroepen.","","http://vocab.getty.edu/aat/300007391",""
"100","2759","51.9042","4.24997","","","","2437","Rotterdam","1905","0","1970","0","De Rozenburgse Zondagsschoolvereniging ‘Marcus 10:14’, in 1903 opgericht, had een lokaal aan de toenmalige Kerkdijk ter beschikking. Dit pand was gelegen naast de boterfabriek ‘De Ducaat’. Per 1 januari 1945 neemt de hervormde gemeente dit gebouw van de vereniging over.","","http://vocab.getty.edu/aat/300007391",""
"101","2760","51.9042","4.25071","","","","2437","Rozenburg","0","0","1967","0","","","http://vocab.getty.edu/aat/300007391",""
"102","2761","51.9341","4.1542","","","","3081","Rozenburg","1954","0","0","0","In 1946 bestond Rozenburg uit een aantal over het gehele eiland verspreide woonkernen en buurtschappen, zoals Blankenburg, de Buurt (het centrum), de Zanddijk en omgeving, het gebied bij het Brielse Veer en de Scheurpolder, die in de Tweede Wereldoorlog gereed was gekomen.","","http://vocab.getty.edu/aat/300007391",""
"103","2762","51.911","4.23706","","","","2437","Rozenburg","1907","1910","1985","0","Rozenburg, christelijke gereformeerde kerk, z.g. Witte Kerkje; kopie foto.
De eerste Christelijk Afgescheiden Gemeente op het eiland Rozenburg ontstaat op 15 maart 1855.
Aanvankelijk kerkte men in een boerderij ‘De ouwe Stee’ aan de Bomendijk. In 1866 verkrijgt men van de Ambachtheer van Rozenburg een stuk grond in ‘De Buurt’, een weideplaats waar vee kon worden gestald als het water buitendijks te hoog werd. Men bouwt daar een kerk met consistorie en leerkamer.
Door het samengaan van de afgescheidenen en de dolerenden als Gereformeerde Kerk gaat men kerken in de kerk aan 'De Laan'. Het kerkgebouw in ‘De Buurt’ is daarmee overbodig en wordt verbouwd tot school.
Vanaf dat moment is er geen Christelijke Gereformeerde Kerk (gemeenschap) meer op Rozenburg.","","http://vocab.getty.edu/aat/300007391",""
"104","2793","51.922","4.39131","","","","1935","Schiedam","1965","0","2000","0","De parochie Sint-Jan de Doper, met als parochiekerk de kerk aan de Haven, groeide in de jaren 50 van de 20e eeuw zo hard dat in de wijk Nieuwland behoefte ontstond om daar een eigen kerkgebouw te stichten. Pastoor A.C. van de Brekel kreeg op 30 juli 1958 de opdracht om in zijn parochie de nieuwe kerk te bouwen. In november 1958 werd een houten noodkerk geplaatst waarna werd overgegaan tot het uitwerken van plannen voor het bouwen van een permanent gebouw. Architect Johannes_Anthonius_Lelieveldt  modern kubistisch gebouw met vrijstaande toren. Onder het verhoogde priesterkoor in het midden van de kerk was een kleine kapel waar missen konden worden gecelebreerde als er minder kerkbezoekers waren. Aan de gevel van de kerk werden 4 betonnen Evangelistensymbolen aangebracht van de kunstenaar Piet Killaars. In 1999 wordt de kerk buiten gebruik gesteld, waarna de sloop in 2000 volgde.","","http://vocab.getty.edu/aat/300007391",""
"105","2794","51.9125","4.39893","","","","1935","Schiedam","1858","0","1969","0","","","http://vocab.getty.edu/aat/300007391",""
"106","2812","52.6622","6.88461","","","","1998","Schoonebeek","1500","0","1947","0","Was vanaf 1500 tot 1600 Rooms Katholieke kerk,daarna tot 1681 Hervormd. Daarna buiten gebruik en in 1947 gesloopt.","","http://vocab.getty.edu/aat/300007391",""
"107","2820","53.0904","6.21573","","","","3354","Siegerswoude","1500","1600","0","0","Middeleeuwse kerk die is afgebroken in 1909, toen aan de Binnenwei een nieuwe kerk is gebouwd. De contouren van de oude kerk zijn nog zichtbaar op het kerkhof dat nog in gebruik is.","","http://vocab.getty.edu/aat/300007391",""
"108","2837","52.9298","5.86515","","","","2508","Sintjohannesga","1930","0","0","0","","","http://vocab.getty.edu/aat/300007391",""
"109","2838","51.0039","5.89284","","","","3512","Sittard (Broeksittard)","1697","0","1931","0","","","http://vocab.getty.edu/aat/300007391",""
